# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.7 - Nov. 27, 2020
# Instrument: MACS_monochromator.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1623286579
# Directory: MACS_monochromator_20210609_181951
# Param: EM=5
# Param: dEM=0.1
# Param: EF_all=5
# Param: HF=1
# Param: VF=1
# Param: sample_diameter_d=0.02
# Param: beta_1=1
# Param: beta_2=1
# Param: CPF=0
# Param: MPL=6.06
# Param: MPD=0.775
# Param: APE_h=0.35
# Param: APE_v=0.35
# Param: misalign_mono_deg=0.15
# Param: kidney_angle=0
# Param: DIRDEV=0
# Param: DIVSOU=3
# Param: L0_delta=-1.06
# Param: L1_delta=0
# Param: mon_t=0
# Param: mon_e=0
# Param: monrot_delta=0
# Param: write_virtual_out=1
# Date: Wed Jun  9 18:37:10 2021 (1623278230)
# type: array_1d(200)
# Source: dmtas (MACS_monochromator.instr)
# component: E_mon
# position: 0 0 0.1405
# title: Energy monitor
# Ncount: 1000000
# filename: Emon.dat
# statistics: X0=4.99447; dX=0.0546788;
# signal: Min=0; Max=3.76137e+07; Mean=3.43219e+07;
# values: 6.86438e+09 7.09387e+06 936486
# xvar: E
# yvar: (I,I_err)
# xlabel: Energy [meV]
# ylabel: Intensity
# xlimits: 4.9 5.1
# variables: E I I_err N
5.0085 36726123.83 519698.0705 4994 
5.0095 35836941.83 513425.6576 4872 
5.0105 35873586.1 513739.81 4876 
5.0115 35977403.66 514541.1025 4889 
5.0125 35963650.04 514502.2845 4886 
5.0135 35818059.83 513524.1896 4865 
5.0145 36075322.96 515414.6855 4899 
5.0155 35604445.69 512095.7593 4834 
5.0165 36386280.28 517747.9965 4939 
5.0175 35974029.67 514861.5739 4882 
5.0185 37109444.8 522979.9003 5035 
5.0195 37043888.62 522575.2312 5025 
5.0205 35172710.95 509268.6216 4770 
5.0215 35917335.1 514683.0865 4870 
5.0225 35882655.38 514503.1618 4864 
5.0235 35755428.61 513630.2195 4846 
5.0245 35837672.03 514281.2968 4856 
5.0255 36103780.4 516242.9422 4891 
5.0265 35138283.05 509357.7798 4759 
5.0275 35757506.18 513872.17 4842 
5.0285 36519479.45 519380.4713 4944 
5.0295 36056166.47 516142.8298 4880 
5.0305 36106439.32 516545.0426 4886 
5.0315 35797455.23 514393.1613 4843 
5.0325 36832844.3 521835.5616 4982 
5.0335 35568759.72 512857.2049 4810 
5.0345 35502138.32 512429.5463 4800 
5.0355 35140234.38 509868.4363 4750 
5.0365 36214202.5 517663.1117 4894 
5.0375 36716543.03 521287.6576 4961 
5.0385 36725187.64 521410.3996 4961 
5.0395 35837104.59 515122.4817 4840 
5.0405 36815290.91 522163.637 4971 
5.0415 35548227.31 513148.2588 4799 
5.0425 34519587.29 505730.9266 4659 
5.0435 35854048.31 515472.5511 4838 
5.0445 36542445.39 520444.4872 4930 
5.0455 35853598.28 515572.6552 4836 
5.0465 36049050.09 517048.4934 4861 
5.0475 36315224.4 519001.1223 4896 
5.0485 36234211.67 518479.1074 4884 
5.0495 36657148.27 521549.4238 4940 
5.0505 37215765.67 525575.441 5014 
5.0515 36517150.69 520665.4264 4919 
5.0525 35590054.27 514073.4851 4793 
5.0535 36421724.61 520098.4344 4904 
5.0545 36155598.67 518256.966 4867 
5.0555 35835980.14 516013.3455 4823 
5.0565 35590492.51 514294.4703 4789 
5.0575 35421298.34 513136.9584 4765 
5.0585 35703761.74 515232.408 4802 
5.0595 36201970.5 518868.3775 4868 
5.0605 36523488.7 521232.8436 4910 
5.0615 36015824.34 517637.9398 4841 
5.0625 35972724.92 517392.6889 4834 
5.0635 35527033.38 514237.2202 4773 
5.0645 36100086.49 518420.8071 4849 
5.0655 36667208.78 522539.4746 4924 
5.0665 37062660.6 525407.993 4976 
5.0675 35536202.95 514531.6618 4770 
5.0685 36012800.97 518022.6814 4833 
5.0695 35901607.64 517280.1823 4817 
5.0705 35908322.01 517376.929 4817 
5.0715 36379335.34 520822.366 4879 
5.0725 35990491.88 518077.1139 4826 
5.0735 35827561.53 516965.1155 4803 
5.0745 35566886.51 515137.9503 4767 
5.0755 36902872.36 524780.0237 4945 
5.0765 36164800.13 519564.4757 4845 
5.0775 36045301.1 518758.5956 4828 
5.0785 36410636.9 521430.8203 4876 
5.0795 35941985.61 518130.942 4812 
5.0805 36674218.66 523437.2429 4909 
5.0815 35650032.22 516125.7084 4771 
5.0825 36189471.96 520079.9806 4842 
5.0835 36698541.87 523784.3996 4909 
5.0845 35973248.17 518635.522 4811 
5.0855 35704260.17 516748.3554 4774 
5.0865 35726340.72 516959.6534 4776 
5.0875 36258090.13 520850.9889 4846 
5.0885 36234553.77 520727.8534 4842 
5.0895 13450025.9 317284.8522 1797 
5.0905 0 0 0 
5.0915 0 0 0 
5.0925 0 0 0 
5.0935 0 0 0 
5.0945 0 0 0 
5.0955 0 0 0 
5.0965 0 0 0 
5.0975 0 0 0 
5.0985 0 0 0 
5.0995 0 0 0 
